QUOTA,CATEGORY,STATE,INSTITUTE,COURSE,FEE,BEDS,BOND YEARS,BOND PENALTY,STIPEND YEAR 1,CR 2023 1,CR 2023 2,CR 2024 1,CR 2024 2,CR 2024 3,CR 2024 4,CR 2024 5,CR 2024 6,CR 2024 7,CR 2024 8,CR 2025 1,Column-22,,,,,,,
UP Priv-Open Quota,UR-OP,Uttar Pradesh,"Rohilkhand Med Coll, Bareilly",MBBS,#########,720,0,₹ 0,Info not available,264629,264629,64184,49198,-,-,191495,191495,191495,85247,160020,453516,306394,,,,,,
UP-Govt Quota,ST-OP,Uttar Pradesh,"GSVM Med Coll, Kanpur",MBBS,"₹ 24,000",2083,2,"₹ 10,00,000","₹ 12,000",176363,176363,-,-,-,-,193828,193828,193828,-,-,-,159146,,,,,,
UP Priv-Open Quota,UR-OP,Uttar Pradesh,Noida International Inst of MS,MBBS,#########,786,0,₹ 0,Info not available,294833,294833,49950,-,-,-,194984,194984,194984,-,-,-,258874,,,,,,
UP-Govt Quota,SC-EX,Uttar Pradesh,"Govt Med Coll, Azamgarh",MBBS,"₹ 24,000",550,2,"₹ 10,00,000","₹ 12,000",-,-,-,-,-,-,196667,196667,196667,-,-,-,276181,,,,,,
UP Priv-Open Quota,UR-OP,Uttar Pradesh,"Saraswati IMS, Hapur",MBBS,#########,851,0,₹ 0,"₹ 10,000",249086,249400,88030,96644,-,92865,206094,206094,206094,-,-,-,164442,,,,,,
UP-Govt Quota,UR-NC,Uttar Pradesh,"Govt Med Coll, Gonda",MBBS,"₹ 24,000",420,2,"₹ 10,00,000","₹ 12,000",-,-,-,-,-,-,-,206547,206547,-,-,-,-,,,,,,
UP-Govt Quota,BC-NC,Uttar Pradesh,"Auton. State Med Coll, Etah",MBBS,"₹ 24,000",330,2,"₹ 10,00,000","₹ 12,000",121695,121695,-,-,-,-,207549,207549,207549,-,-,-,-,,,,,,
UP Priv-Open Quota,UR-OP,Uttar Pradesh,"Rama Med Coll, Kanpur",MBBS,#########,730,0,₹ 0,"₹ 10,000",308890,308890,96757,111838,-,-,209162,209162,209162,-,-,-,212393,,,,,,
UP-Govt Quota,UR-FF,Uttar Pradesh,"BRD Med Coll, Gorakhpur",MBBS,"₹ 24,000",1050,2,"₹ 10,00,000","₹ 12,000",111813,111813,-,-,-,-,210131,210131,210131,-,-,-,195946,,,,,,
UP-Govt Quota,ST-GL,Uttar Pradesh,"GSVM Med Coll, Kanpur",MBBS,"₹ 24,000",2083,2,"₹ 10,00,000","₹ 12,000",167823,167823,-,-,-,-,169575,211172,211172,-,-,-,123697,,,,,,
UP-Govt Quota,ST-OP,Uttar Pradesh,"BRD Med Coll, Gorakhpur",MBBS,"₹ 24,000",1050,2,"₹ 10,00,000","₹ 12,000",237085,237085,-,-,-,-,218182,218182,218182,-,-,-,225495,,,,,,
UP Priv-Open Quota,UR-OP,Uttar Pradesh,"United InstofMed Sci,Allahabad",MBBS,#########,680,0,₹ 0,"₹ 8,000",317867,317867,-,-,-,-,223480,223480,223480,-,-,-,141916,,,,,,
UP-Govt Quota,UR-NC,Uttar Pradesh,"Auto. State MedColl, Kanpur Dehat",MBBS,"₹ 24,000",Info Not Available,2,"₹ 10,00,000","₹ 12,000",-,-,-,-,-,-,-,63801,223873,-,-,-,191479,,,,,,
UP-Govt Quota,ST-OP,Uttar Pradesh,"MLN Med Coll, Allahabad",MBBS,"₹ 24,000",Info Not Available,2,"₹ 10,00,000","₹ 12,000",-,-,377863,-,-,-,246955,246955,246955,-,-,-,203904,,,,,,
UP-Govt Quota,SC-EX,Uttar Pradesh,"Govt Allopathic Med Coll,Banda",MBBS,"₹ 24,000",430,2,"₹ 10,00,000","₹ 12,000",238083,238083,-,-,-,-,249386,249386,249386,-,-,-,-,,,,,,
UP Priv-Open Quota,UR-OP,Uttar Pradesh,"GS Med Coll Hosp,Hapur",MBBS,#########,Info Not Available,0,₹ 0,"₹ 10,000",391258,391258,92247,-,-,-,250646,250646,250646,55572,-,-,230414,,,,,,
UP Priv-Open Quota,UR-OP,Uttar Pradesh,"Heritage IMS, Varanasi",MBBS,#########,735,0,₹ 0,Info not available,370620,369984,-,-,-,-,256128,256128,256128,-,69551,-,170864,,,,,,
UP-Govt Quota,UR-FF,Uttar Pradesh,"Govt Med Coll, Bahraich",MBBS,"₹ 24,000",Info Not Available,2,"₹ 10,00,000","₹ 12,000",535379,535379,-,-,-,-,475953,262175,262175,-,-,-,325399,,,,,,
UP-Govt Quota,ST-OP,Uttar Pradesh,"S N Med Coll, Agra",MBBS,"₹ 24,000",976,2,"₹ 10,00,000","₹ 12,000",199688,188720,-,-,-,-,262271,262271,263229,-,-,-,278496,,,,,,
UP Priv-Open Quota,UR-OP,Uttar Pradesh,"Rama Med Coll, Hapur",MBBS,#########,1259,0,₹ 0,"₹ 10,000",399895,399895,59546,-,-,-,269975,269965,269965,-,-,-,187338,,,,,,
UP-Govt Quota,SC-PH,Uttar Pradesh,"Auto. State Med Coll, Kushinagar",MBBS,"₹ 24,000",Info Not Available,2,"₹ 10,00,000","₹ 12,000",-,-,-,-,-,-,-,-,270150,-,-,-,-,,,,,,
UP-Govt Quota,SC-FF,Uttar Pradesh,"KGMU, Lucknow",MBBS,"₹ 46,600",4500,2,"₹ 10,00,000","₹ 12,000",69621,69621,-,-,-,-,271485,271485,271485,-,-,-,277703,,,,,,
UP-Govt Quota,BC-NC,Uttar Pradesh,"Auto. State Med Coll, Lalitpur",MBBS,"₹ 24,000",Info Not Available,2,"₹ 10,00,000","₹ 12,000",-,-,-,-,-,-,272685,272685,272685,-,-,-,-,,,,,,
UP-Govt Quota,ST-OP,Uttar Pradesh,"Govt IMS, Kasna",MBBS,"₹ 24,000",500,2,"₹ 10,00,000","₹ 12,000",-,-,-,-,-,-,276626,276626,276626,-,-,-,245496,,,,,,
UP-Govt Quota,SC-EX,Uttar Pradesh,"MRA Med Coll, Ambedkarnagar",MBBS,"₹ 24,000",490,2,"₹ 10,00,000","₹ 12,000",182856,182856,-,-,-,-,284611,284611,284611,-,-,-,394592,,,,,,
UP Priv-Open Quota,UR-OP,Uttar Pradesh,"Shri Gorakshnath Med Coll, Gorakhpur",MBBS,#########,650,0,₹ 0,Info not available,-,-,-,-,-,-,286136,286136,286136,162363,154549,-,161578,,,,,,
UP-Govt Quota,UR-FF,Uttar Pradesh,"S N Med Coll, Agra",MBBS,"₹ 24,000",976,2,"₹ 10,00,000","₹ 12,000",306220,38429,-,-,-,-,289595,289595,289595,-,-,-,145893,,,,,,
UP-Govt Quota,ST-OP,Uttar Pradesh,"MLB Med Coll, Jhansi",MBBS,"₹ 24,000",700,2,"₹ 10,00,000","₹ 12,000",260705,260705,-,-,-,-,291449,291449,291449,-,-,-,296075,,,,,,
UP Priv-Open Quota,UR-OP,Uttar Pradesh,"National Captl Reg IMS, Meerut",MBBS,#########,680,0,₹ 0,Info not available,456495,456495,92786,-,-,-,298141,298141,298141,-,-,-,-,,,,,,
UP-Govt Quota,EW-PH,Uttar Pradesh,"GSVM Med Coll, Kanpur",MBBS,"₹ 24,000",2083,2,"₹ 10,00,000","₹ 12,000",301904,301904,-,-,-,-,301606,301606,301606,-,-,-,244883,,,,,,
UP-Govt Quota,SC-FF,Uttar Pradesh,"MLN Med Coll, Allahabad",MBBS,"₹ 24,000",Info Not Available,2,"₹ 10,00,000","₹ 12,000",838629,838629,-,-,-,-,302753,302753,302753,-,-,-,-,,,,,,
UP-Govt Quota,UR-FF,Uttar Pradesh,"Auto. State Med Coll, Kushinagar",MBBS,"₹ 24,000",Info Not Available,2,"₹ 10,00,000","₹ 12,000",-,-,-,-,-,-,305514,305514,305514,-,-,-,417563,,,,,,
UP-Govt Quota,ST-OP,Uttar Pradesh,"LLRM Med Coll, Meerut",MBBS,"₹ 24,000",1090,2,"₹ 10,00,000","₹ 12,000",179391,179391,-,-,-,-,284510,284510,309040,-,-,-,247793,,,,,,
UP-Govt Quota,ST-OP,Uttar Pradesh,"Govt Med Coll, Azamgarh",MBBS,"₹ 24,000",550,2,"₹ 10,00,000","₹ 12,000",288482,288482,396359,-,-,-,317731,317731,317731,-,-,-,397094,,,,,,
UP-Govt Quota,ST-GL,Uttar Pradesh,"UP Univ of Med Sci, Etawah",MBBS,"₹ 24,000",1268,2,"₹ 10,00,000","₹ 12,000",88146,88146,-,-,-,-,278043,320335,320335,-,-,-,283923,,,,,,
UP Priv-Open Quota,UR-OP,Uttar Pradesh,"TS Misra Med Coll, Lucknow",MBBS,#########,735,0,₹ 0,"₹ 3,000",428891,428891,145998,-,-,-,323092,323092,323092,121471,113986,-,393690,,,,,,
UP-Govt Quota,UR-FF,Uttar Pradesh,"Auton. State Med Coll, Etah",MBBS,"₹ 24,000",330,2,"₹ 10,00,000","₹ 12,000",810607,810607,-,-,-,-,323836,323836,323836,-,-,-,184390,,,,,,
UP-Govt Quota,SC-EX,Uttar Pradesh,"Rajkiya Med Coll, Jalaun",MBBS,"₹ 24,000",Info Not Available,2,"₹ 10,00,000","₹ 12,000",213857,213857,-,-,-,-,324344,324344,324344,-,-,-,308823,,,,,,
UP-Govt Quota,ST-GL,Uttar Pradesh,"MLB Med Coll, Jhansi",MBBS,"₹ 24,000",700,2,"₹ 10,00,000","₹ 12,000",-,-,-,-,-,-,325724,325724,325724,-,-,-,317250,,,,,,
UP-Govt Quota,ST-OP,Uttar Pradesh,"UP Univ of Med Sci, Etawah",MBBS,"₹ 24,000",1268,2,"₹ 10,00,000","₹ 12,000",241875,265200,-,-,-,-,309040,309040,327258,-,-,-,321240,,,,,,
UP Priv-Open Quota,UR-OP,Uttar Pradesh,"Mayo IMS, Barabanki",MBBS,#########,736,0,₹ 0,Info not available,429115,429115,128943,24718,-,-,329707,329472,329472,188124,181697,-,254097,,,,,,
UP Priv-Open Quota,UR-OP,Uttar Pradesh,"Subharti Med Coll, Meerut",MBBS,#########,938,0,₹ 0,"₹ 4,000",321549,321272,119980,72909,-,-,175408,195300,329928,340515,-,371157,191200,,,,,,
UP Priv-Open Quota,UR-OP,Uttar Pradesh,"Prasad Inst of Med Sci,Lucknow",MBBS,#########,410,0,₹ 0,Info not available,471601,471601,95010,115819,-,110896,338814,338814,338814,179344,-,-,249298,,,,,,
UP-Govt Quota,SC-NC,Uttar Pradesh,"MLN Med Coll, Allahabad",MBBS,"₹ 24,000",Info Not Available,2,"₹ 10,00,000","₹ 12,000",-,-,-,-,-,-,165927,350831,350831,-,-,-,-,,,,,,
UP-Govt Quota,UR-FF,Uttar Pradesh,"UP Univ of Med Sci, Etawah",MBBS,"₹ 24,000",1268,2,"₹ 10,00,000","₹ 12,000",273882,273882,-,-,-,-,351961,351961,351961,-,-,-,199064,,,,,,
UP-Govt Quota,ST-GL,Uttar Pradesh,"Govt Med Coll, Kannauj",MBBS,"₹ 24,000",470,2,"₹ 10,00,000","₹ 12,000",304549,304549,-,-,-,-,352425,352425,352425,-,-,-,275492,,,,,,
UP-Govt Quota,SC-EX,Uttar Pradesh,"Auton. State Med Coll, Deoria",MBBS,"₹ 24,000",340,2,"₹ 10,00,000","₹ 12,000",-,-,-,-,-,-,357474,357474,357474,-,-,-,378765,,,,,,
UP Priv-Open Quota,UR-OP,Uttar Pradesh,"Krishna Mohan Med Coll,Mathura",MBBS,#########,700,0,₹ 0,Info not available,532502,532502,188792,128362,-,-,358892,358892,358892,334529,354806,-,248698,,,,,,
UP-Govt Quota,ST-GL,Uttar Pradesh,"Govt Med Coll, Chandauli",MBBS,"₹ 24,000",420,2,"₹ 10,00,000","₹ 12,000",-,-,-,-,-,-,-,359513,359513,-,-,-,-,,,,,,
UP-Govt Quota,ST-GL,Uttar Pradesh,"Shaik-ul-Hind, Saharanpur",MBBS,"₹ 24,000",500,2,"₹ 10,00,000","₹ 12,000",212543,281746,-,-,-,-,359671,359671,359671,-,-,-,404291,,,,,,
UP-Govt Quota,SC-EX,Uttar Pradesh,"Auton. State Med Coll, Hardoi",MBBS,"₹ 24,000",332,2,"₹ 10,00,000","₹ 12,000",260452,260452,-,-,-,-,361497,361497,361497,-,-,-,-,,,,,,
UP Priv-Open Quota,UR-OP,Uttar Pradesh,"Era Lucknow Med Coll, Lucknow",MBBS,#########,850,0,₹ 0,"₹ 6,000",450582,450582,277518,-,-,-,366290,373199,375564,458276,-,637150,333303,,,,,,
UP-Govt Quota,SC-EX,Uttar Pradesh,"Auto. State Med Coll, Pilibhit",MBBS,"₹ 24,000",Info Not Available,2,"₹ 10,00,000","₹ 12,000",-,-,-,-,-,-,380765,380765,380765,-,-,-,-,,,,,,
UP-Govt Quota,SC-EX,Uttar Pradesh,"Govt Med Coll, Firozobad",MBBS,"₹ 24,000",517,2,"₹ 10,00,000","₹ 12,000",-,-,-,-,-,-,386025,386025,386025,-,-,-,349030,,,,,,
UP-Govt Quota,SC-NC,Uttar Pradesh,"Rajkiya Med Coll, Jalaun",MBBS,"₹ 24,000",Info Not Available,2,"₹ 10,00,000","₹ 12,000",393918,393918,-,-,-,-,386582,386582,386582,-,-,-,710054,,,,,,
UP-Govt Quota,ST-GL,Uttar Pradesh,"Govt Med Coll, Rampur, Basti",MBBS,"₹ 24,000",500,2,"₹ 10,00,000","₹ 12,000",508450,508450,-,-,-,-,391550,391550,391550,-,-,-,-,,,,,,
UP Priv-Open Quota,UR-OP,Uttar Pradesh,"Rajshree MRI, Bareilly",MBBS,#########,740,0,₹ 0,Info not available,509668,509668,178426,126601,-,96111,398299,398299,398299,165244,-,-,403442,,,,,,
UP-Govt Quota,ST-OP,Uttar Pradesh,"Auton. State Med Coll, Deoria",MBBS,"₹ 24,000",340,2,"₹ 10,00,000","₹ 12,000",396024,396024,-,-,-,-,425034,402385,402385,-,-,-,474051,,,,,,
UP-Govt Quota,SC-EX,Uttar Pradesh,"Auton.State MedColl,Pratapgarh",MBBS,"₹ 24,000",Info Not Available,2,"₹ 10,00,000","₹ 12,000",266263,266263,-,-,-,-,406829,406829,406829,-,-,-,-,,,,,,
UP-Govt Quota,SC-EX,Uttar Pradesh,"Auto. State Med Coll, Lalitpur",MBBS,"₹ 24,000",Info Not Available,2,"₹ 10,00,000","₹ 12,000",-,-,-,-,-,-,-,408439,408439,-,-,-,385316,,,,,,
UP Priv-Open Quota,UR-OP,Uttar Pradesh,"Varun Arjun, Shahjahanpur",MBBS,#########,770,0,₹ 0,"₹ 7,000",565135,565135,202176,150557,-,-,409566,409566,409566,176090,529671,540692,326398,,,,,,
UP Priv-Open Quota,UR-OP,Uttar Pradesh,"Naraina Med Coll & RC, Kanpur",MBBS,#########,705,0,₹ 0,Info not available,586187,586187,262264,-,-,-,411715,411715,411715,181159,-,-,246901,,,,,,
UP-Govt Quota,ST-GL,Uttar Pradesh,"Govt Allopathic Med Coll,Banda",MBBS,"₹ 24,000",430,2,"₹ 10,00,000","₹ 12,000",-,-,-,-,-,-,411998,411998,411998,-,-,-,443202,,,,,,
UP-Govt Quota,ST-OP,Uttar Pradesh,"MRA Med Coll, Ambedkarnagar",MBBS,"₹ 24,000",490,2,"₹ 10,00,000","₹ 12,000",387389,387389,473482,-,-,-,414599,414599,414599,-,-,-,443605,,,,,,
UP Priv-Open Quota,UR-OP,Uttar Pradesh,"Venkateshwara IMS, Gajraula",MBBS,#########,750,0,₹ 0,"₹ 10,000",525163,525113,252438,127417,-,-,420195,420195,420195,162477,79264,-,270848,,,,,,
UP-Govt Quota,ST-OP,Uttar Pradesh,"Govt Allopathic Med Coll,Banda",MBBS,"₹ 24,000",430,2,"₹ 10,00,000","₹ 12,000",456262,456262,-,-,-,-,421326,421326,421326,-,-,-,399031,,,,,,
UP Priv-Open Quota,UR-OP,Uttar Pradesh,"SKS Hospital Med Coll, Mathura",MBBS,#########,350,0,₹ 0,Info not available,593061,592512,169081,104248,-,-,424002,424002,424002,240260,-,-,246379,,,,,,
UP-Govt Quota,ST-OP,Uttar Pradesh,"Govt Med Coll, Kannauj",MBBS,"₹ 24,000",470,2,"₹ 10,00,000","₹ 12,000",322057,322057,-,-,-,-,318271,318271,425034,-,-,-,372655,,,,,,
UP-Govt Quota,EW-NC,Uttar Pradesh,"Govt Med Coll, Badaun",MBBS,"₹ 24,000",Info Not Available,2,"₹ 10,00,000","₹ 12,000",-,-,-,-,-,-,426312,426312,426312,-,-,-,-,,,,,,
UP-Govt Quota,BC-FF,Uttar Pradesh,"Govt Med Coll, Firozobad",MBBS,"₹ 24,000",517,2,"₹ 10,00,000","₹ 12,000",479109,479109,-,-,-,-,-,430494,430494,-,-,-,-,,,,,,
UP Priv-Open Quota,UR-OP,Uttar Pradesh,"Teerthanker Med Coll,Moradabad",MBBS,#########,1000,0,₹ 0,"₹ 6,000",484607,484607,584489,451046,-,173023,364729,366825,430839,441539,618220,624826,336230,,,,,,
UP-Govt Quota,SC-NC,Uttar Pradesh,"Auton. State Med Coll, Deoria",MBBS,"₹ 24,000",340,2,"₹ 10,00,000","₹ 12,000",-,-,-,-,-,-,-,-,433470,-,-,-,840265,,,,,,
UP-Govt Quota,ST-OP,Uttar Pradesh,"Govt Med Coll, Rampur, Basti",MBBS,"₹ 24,000",500,2,"₹ 10,00,000","₹ 12,000",240493,240493,-,-,-,-,442963,442963,442963,-,-,-,447660,,,,,,
UP-Govt Quota,UR-PH,Uttar Pradesh,"Govt Med Coll, Firozobad",MBBS,"₹ 24,000",517,2,"₹ 10,00,000","₹ 12,000",1004577,1004577,-,-,-,-,-,443243,443243,-,-,-,1091527,,,,,,
UP Priv-Open Quota,UR-OP,Uttar Pradesh,"Saraswati Medical Coll, Unnao",MBBS,#########,Info Not Available,0,₹ 0,"₹ 9,000",-,597131,514917,219211,-,157001,445674,445674,445674,209649,-,-,290000,,,,,,
UP-Govt Quota,ST-GL,Uttar Pradesh,"Auton. StateMed,Siddharthnagar",MBBS,"₹ 24,000",350,2,"₹ 10,00,000","₹ 12,000",-,-,-,-,-,-,453716,453716,453716,-,-,-,474633,,,,,,
UP-Govt Quota,ST-OP,Uttar Pradesh,"Auton. StateMed,Siddharthnagar",MBBS,"₹ 24,000",350,2,"₹ 10,00,000","₹ 12,000",417074,417074,-,-,-,-,-,-,454103,-,-,-,-,,,,,,
UP-Govt Quota,ST-OP,Uttar Pradesh,"Rajkiya Med Coll, Jalaun",MBBS,"₹ 24,000",Info Not Available,2,"₹ 10,00,000","₹ 12,000",414550,414550,-,-,-,-,456263,456263,456263,-,-,-,453902,,,,,,
UP-Govt Quota,UR-FF,Uttar Pradesh,"Govt Med Coll, Badaun",MBBS,"₹ 24,000",Info Not Available,2,"₹ 10,00,000","₹ 12,000",781995,781995,-,-,-,-,604177,456537,456537,-,-,-,-,,,,,,
UP Priv-Open Quota,UR-OP,Uttar Pradesh,"Ajay Sangaal IMSR, Shamli",MBBS,#########,910,0,₹ 0,Info not available,-,-,-,-,-,-,456573,456573,456573,-,-,-,286180,,,,,,
UP-Govt Quota,EW-PH,Uttar Pradesh,"MLN Med Coll, Allahabad",MBBS,"₹ 24,000",Info Not Available,2,"₹ 10,00,000","₹ 12,000",522483,522483,-,-,-,-,457382,457382,457382,-,-,-,284672,,,,,,
UP-Govt Quota,SC-EX,Uttar Pradesh,"Govt Med Coll, Bulandshahr",MBBS,"₹ 24,000",430,2,"₹ 10,00,000","₹ 12,000",-,-,-,-,-,-,458355,458355,458355,-,-,-,-,,,,,,
UP Priv-Open Quota,UR-OP,Uttar Pradesh,"Shri Siddhi Vinayak Med Coll, Sambhal",MBBS,#########,650,0,₹ 0,Info not available,-,-,-,-,-,-,462277,462119,461811,315141,386624,-,323060,,,,,,
UP-Govt Quota,ST-OP,Uttar Pradesh,"Shaik-ul-Hind, Saharanpur",MBBS,"₹ 24,000",500,2,"₹ 10,00,000","₹ 12,000",390435,390435,-,-,-,-,373961,373961,469982,-,-,-,447924,,,,,,
UP-Govt Quota,ST-OP,Uttar Pradesh,"Auto. State Med Coll, Pilibhit",MBBS,"₹ 24,000",Info Not Available,2,"₹ 10,00,000","₹ 12,000",-,-,-,-,-,-,474095,474095,474095,-,-,-,512057,,,,,,
UP Priv-Open Quota,UR-OP,Uttar Pradesh,"KMC Med Coll & Hosp, Maharajganj",MBBS,#########,854,0,₹ 0,Info not available,-,-,-,-,-,-,475245,475245,475245,190581,-,-,326537,,,,,,
UP Priv-Min. Quota,UR-OP,Uttar Pradesh,"Era Lucknow Med Coll, Lucknow",MBBS,#########,850,0,₹ 0,"₹ 6,000",530355,530355,-,-,-,-,482396,482396,482396,227404,-,785592,413402,,,,,,
UP-Govt Quota,ST-GL,Uttar Pradesh,"Rajkiya Med Coll, Jalaun",MBBS,"₹ 24,000",Info Not Available,2,"₹ 10,00,000","₹ 12,000",388403,388403,-,-,-,-,485775,485775,485775,-,-,-,414514,,,,,,
UP-Govt Quota,ST-OP,Uttar Pradesh,"Auton. State Med Coll, Hardoi",MBBS,"₹ 24,000",332,2,"₹ 10,00,000","₹ 12,000",439431,439431,-,-,-,-,489257,489257,489257,-,-,-,447649,,,,,,
UP-Govt Quota,SC-EX,Uttar Pradesh,"Govt Med Coll, Auraiya",MBBS,"₹ 24,000",Info Not Available,2,"₹ 10,00,000","₹ 12,000",-,-,-,-,-,-,-,489891,489891,-,-,-,-,,,,,,
UP-Govt Quota,UR-FF,Uttar Pradesh,"Govt Med Coll, Azamgarh",MBBS,"₹ 24,000",550,2,"₹ 10,00,000","₹ 12,000",481884,481884,-,-,-,-,491623,491623,491623,-,-,-,263761,,,,,,
UP Priv-Open Quota,UR-OP,Uttar Pradesh,"IIMSR, Lucknow",MBBS,#########,540,0,₹ 0,Info not available,621424,621424,374597,289069,-,-,485902,493036,493036,507408,514405,-,418846,,,,,,
UP-Govt Quota,ST-OP,Uttar Pradesh,"Govt Med Coll, Firozobad",MBBS,"₹ 24,000",517,2,"₹ 10,00,000","₹ 12,000",408008,408008,-,-,-,-,495401,495401,495401,-,-,-,504815,,,,,,
UP-Govt Quota,ST-OP,Uttar Pradesh,"Auton. State Med Coll, Jaunpur",MBBS,"₹ 24,000",394,2,"₹ 10,00,000","₹ 12,000",515329,515329,-,-,-,549732,528101,496763,496763,-,-,-,503057,,,,,,
UP-Govt Quota,ST-OP,Uttar Pradesh,"Auton. State Med Coll,Ghazipur",MBBS,"₹ 24,000",350,2,"₹ 10,00,000","₹ 12,000",521449,521449,-,-,-,-,497785,497785,497785,-,-,-,492510,,,,,,
UP-Govt Quota,ST-OP,Uttar Pradesh,"Auton. State Med Coll,Mirzapur",MBBS,"₹ 24,000",Info Not Available,2,"₹ 10,00,000","₹ 12,000",521457,521457,-,-,-,-,498597,498597,498597,-,-,-,486052,,,,,,
UP-Govt Quota,ST-GL,Uttar Pradesh,"Auton. State Med Coll,Fatehpur",MBBS,"₹ 24,000",Info Not Available,2,"₹ 10,00,000","₹ 12,000",524336,524336,-,-,-,-,506165,506165,506165,-,-,-,-,,,,,,
UP-Govt Quota,ST-OP,Uttar Pradesh,"Auto. State Med Coll, Sultanpur",MBBS,"₹ 24,000",Info Not Available,2,"₹ 10,00,000","₹ 12,000",-,-,-,-,-,-,512493,512493,512493,-,-,-,-,,,,,,
UP-Govt Quota,ST-OP,Uttar Pradesh,"Auto. State Med Coll, Kushinagar",MBBS,"₹ 24,000",Info Not Available,2,"₹ 10,00,000","₹ 12,000",-,-,-,-,-,-,514416,514416,514416,-,-,-,492890,,,,,,
UP-Govt Quota,ST-OP,Uttar Pradesh,"Govt Med Coll, Badaun",MBBS,"₹ 24,000",Info Not Available,2,"₹ 10,00,000","₹ 12,000",466592,466592,-,-,-,-,473276,429456,520411,-,-,-,407503,,,,,,
UP-Govt Quota,SC-EX,Uttar Pradesh,"Govt Med Coll, Kaushambi",MBBS,"₹ 24,000",Info Not Available,2,"₹ 10,00,000","₹ 12,000",-,-,-,-,-,-,-,525500,525500,-,-,-,-,,,,,,
UP Priv-Open Quota,UR-OP,Uttar Pradesh,"Career Instt of MS, Lucknow",MBBS,#########,600,0,₹ 0,Info not available,679035,679035,606144,568527,-,240939,526069,526069,526069,464744,480327,-,412710,,,,,,
UP-Govt Quota,ST-GL,Uttar Pradesh,"Auton. State Med Coll, Hardoi",MBBS,"₹ 24,000",332,2,"₹ 10,00,000","₹ 12,000",519155,519155,-,-,-,-,526937,526937,526937,-,-,-,-,,,,,,
UP-Govt Quota,ST-OP,Uttar Pradesh,"Govt Med Coll, Faizabad",MBBS,"₹ 24,000",Info Not Available,2,"₹ 10,00,000","₹ 12,000",296904,296904,-,-,-,-,-,-,528101,-,-,-,352920,,,,,,
UP-Govt Quota,ST-OP,Uttar Pradesh,"Auto. State MedColl, Kanpur Dehat",MBBS,"₹ 24,000",Info Not Available,2,"₹ 10,00,000","₹ 12,000",-,-,-,-,-,-,-,528537,528537,-,-,-,436749,,,,,,
UP-Govt Quota,SC-NC,Uttar Pradesh,"BRD Med Coll, Gorakhpur",MBBS,"₹ 24,000",1050,2,"₹ 10,00,000","₹ 12,000",-,-,-,-,-,-,350831,530214,530214,-,-,-,576458,,,,,,
UP-Govt Quota,ST-GL,Uttar Pradesh,"Auton.State MedColl,Pratapgarh",MBBS,"₹ 24,000",Info Not Available,2,"₹ 10,00,000","₹ 12,000",534141,534141,-,-,-,-,533603,533603,533603,-,-,-,-,,,,,,
UP Priv-Open Quota,UR-OP,Uttar Pradesh,"FH Med Coll, Agra",MBBS,#########,932,0,₹ 0,Info not available,715506,715506,438704,574837,-,487175,537534,535468,535468,480662,548412,-,433851,,,,,,
UP-Govt Quota,UR-FF,Uttar Pradesh,"Govt Med Coll, Rampur, Basti",MBBS,"₹ 24,000",500,2,"₹ 10,00,000","₹ 12,000",583968,583968,-,-,-,-,537673,537673,537673,-,-,-,-,,,,,,
UP-Govt Quota,ST-GL,Uttar Pradesh,"Auto. State MedColl, Kanpur Dehat",MBBS,"₹ 24,000",Info Not Available,2,"₹ 10,00,000","₹ 12,000",-,-,-,-,-,-,540890,540890,540890,-,-,-,348085,,,,,,
UP-Govt Quota,ST-OP,Uttar Pradesh,"Auto. State Med Coll, Bijnor",MBBS,"₹ 24,000",Info Not Available,2,"₹ 10,00,000","₹ 12,000",-,-,-,-,-,-,528537,544767,544767,-,-,-,517725,,,,,,
UP-Govt Quota,ST-GL,Uttar Pradesh,"Auto. State Med Coll, Sultanpur",MBBS,"₹ 24,000",Info Not Available,2,"₹ 10,00,000","₹ 12,000",-,-,-,-,-,-,546558,546558,546558,-,-,-,-,,,,,,
UP-Govt Quota,SC-FF,Uttar Pradesh,"UP Univ of Med Sci, Etawah",MBBS,"₹ 24,000",1268,2,"₹ 10,00,000","₹ 12,000",-,-,-,-,-,-,546895,546895,546895,-,-,-,-,,,,,,
UP-Govt Quota,ST-OP,Uttar Pradesh,"Govt Med Coll, Chandauli",MBBS,"₹ 24,000",420,2,"₹ 10,00,000","₹ 12,000",-,-,-,-,-,-,-,547732,547732,-,-,-,531087,,,,,,
UP-Govt Quota,ST-GL,Uttar Pradesh,"Govt Med Coll, Lakhimpur Kheri",MBBS,"₹ 24,000",Info Not Available,2,"₹ 10,00,000","₹ 12,000",-,-,-,-,-,-,-,550383,550383,-,-,-,-,,,,,,
UP-Govt Quota,ST-OP,Uttar Pradesh,"Govt Med Coll, Lakhimpur Kheri",MBBS,"₹ 24,000",Info Not Available,2,"₹ 10,00,000","₹ 12,000",-,-,-,-,-,-,-,551828,551828,-,-,-,530761,,,,,,
UP-Govt Quota,SC-NC,Uttar Pradesh,"MRA Med Coll, Ambedkarnagar",MBBS,"₹ 24,000",490,2,"₹ 10,00,000","₹ 12,000",-,-,-,-,-,-,-,557366,557366,-,-,-,-,,,,,,
