QUOTA,CATEGORY,STATE,INSTITUTE,COURSE,FEE,BEDS,BOND YEARS,BOND PENALTY,STIPEND YEAR 1,CR 2023 1,CR 2023 2,CR 2023 3,CR 2023 4,CR 2023 5,CR 2023 6,CR 2024 1,CR 2024 2,CR 2024 3,CR 2024 4,CR 2024 5,CR 2024 6,CR 2024 7,CR 2025 1
AI,Open,Maharashtra,"Lokmanya Tilak, Sion, Mumbai",MBBS,"₹ 1,58,600",1462,1,"₹ 10,00,000","₹18,000",2582,4358,6616,15900,-,-,2857,5430,7505,-,-,-,-,1887
AI,OBC,Maharashtra,"Lokmanya Tilak, Sion, Mumbai",MBBS,"₹ 1,58,600",1462,1,"₹ 10,00,000","₹18,000",5348,8275,10051,18736,-,-,4937,7439,10290,14252,-,-,-,5576
AI,EWS,Maharashtra,"Lokmanya Tilak, Sion, Mumbai",MBBS,"₹ 1,58,600",1462,1,"₹ 10,00,000","₹18,000",5498,8441,11139,16138,-,-,5360,10549,10549,-,-,-,-,6602
AI,SC,Maharashtra,"Lokmanya Tilak, Sion, Mumbai",MBBS,"₹ 1,58,600",1462,1,"₹ 10,00,000","₹18,000",32213,52690,56780,-,-,-,35718,66678,81107,118172,-,-,-,34048
AI,ST,Maharashtra,"Lokmanya Tilak, Sion, Mumbai",MBBS,"₹ 1,58,600",1462,1,"₹ 10,00,000","₹18,000",69933,82573,87713,-,-,-,51799,73086,106322,143796,-,-,-,81412
AI,Open-PwD,Maharashtra,"Lokmanya Tilak, Sion, Mumbai",MBBS,"₹ 1,58,600",1462,1,"₹ 10,00,000","₹18,000",211632,211632,211632,-,-,-,266326,278517,278517,-,-,-,-,230983
AI,OBC-PwD,Maharashtra,"Lokmanya Tilak, Sion, Mumbai",MBBS,"₹ 1,58,600",1462,1,"₹ 10,00,000","₹18,000",-,-,-,-,-,-,499244,499244,499244,-,-,-,-,356620
AI,EWS-PwD,Maharashtra,"Lokmanya Tilak, Sion, Mumbai",MBBS,"₹ 1,58,600",1462,1,"₹ 10,00,000","₹18,000",-,-,-,-,-,-,402140,696714,696714,-,-,-,-,-
AI,SC-PwD,Maharashtra,"Lokmanya Tilak, Sion, Mumbai",MBBS,"₹ 1,58,600",1462,1,"₹ 10,00,000","₹18,000",-,-,-,-,-,-,843002,777317,777317,-,-,-,-,-
AI,Open,Maharashtra,"MPGIMER, Nashik",MBBS,"₹ 1,58,600",Info Not Available,1,"₹ 10,00,000","₹18,000",-,-,-,-,-,-,-,13198,17616,22648,-,-,-,8011
AI,OBC,Maharashtra,"MPGIMER, Nashik",MBBS,"₹ 1,58,600",Info Not Available,1,"₹ 10,00,000","₹18,000",-,-,-,-,-,-,-,16243,18383,23389,-,-,-,10842
AI,EWS,Maharashtra,"MPGIMER, Nashik",MBBS,"₹ 1,58,600",Info Not Available,1,"₹ 10,00,000","₹18,000",-,-,-,-,-,-,-,16123,21272,-,-,-,-,-
AI,SC,Maharashtra,"MPGIMER, Nashik",MBBS,"₹ 1,58,600",Info Not Available,1,"₹ 10,00,000","₹18,000",-,-,-,-,-,-,-,91352,103122,-,-,-,-,78673
AI,ST,Maharashtra,"MPGIMER, Nashik",MBBS,"₹ 1,58,600",Info Not Available,1,"₹ 10,00,000","₹18,000",-,-,-,-,-,-,-,-,-,-,-,-,-,72412
AI,Open,Maharashtra,"Rajarshee CSM Govt MC,Kolhapur",MBBS,"₹ 1,58,600",665,1,"₹ 10,00,000","₹18,000",11077,13943,15312,23225,-,-,10491,14547,14755,-,-,-,-,11177
AI,EWS,Maharashtra,"Rajarshee CSM Govt MC,Kolhapur",MBBS,"₹ 1,58,600",665,1,"₹ 10,00,000","₹18,000",13688,15599,17932,-,-,-,13467,17101,17860,-,-,-,-,14707
AI,OBC,Maharashtra,"Rajarshee CSM Govt MC,Kolhapur",MBBS,"₹ 1,58,600",665,1,"₹ 10,00,000","₹18,000",13145,15095,16723,23239,-,-,12420,16002,18000,22988,-,-,-,13109
AI,SC,Maharashtra,"Rajarshee CSM Govt MC,Kolhapur",MBBS,"₹ 1,58,600",665,1,"₹ 10,00,000","₹18,000",64924,94002,98588,-,-,-,73231,95456,109205,-,-,-,-,84885
AI,ST,Maharashtra,"Rajarshee CSM Govt MC,Kolhapur",MBBS,"₹ 1,58,600",665,1,"₹ 10,00,000","₹18,000",120202,125781,131028,-,-,-,112840,126634,131102,-,-,-,-,105614
AI,OBC-PwD,Maharashtra,"Rajarshee CSM Govt MC,Kolhapur",MBBS,"₹ 1,58,600",665,1,"₹ 10,00,000","₹18,000",-,-,-,-,-,-,-,-,-,-,-,-,-,238678
AI,Open-PwD,Maharashtra,"Rajarshee CSM Govt MC,Kolhapur",MBBS,"₹ 1,58,600",665,1,"₹ 10,00,000","₹18,000",444841,743216,-,-,-,-,-,-,-,-,-,-,-,-
AI,EWS-PwD,Maharashtra,"Rajarshee CSM Govt MC,Kolhapur",MBBS,"₹ 1,58,600",665,1,"₹ 10,00,000","₹18,000",821101,1099554,1099554,-,-,-,-,-,-,-,-,-,-,-
AI,Open,Maharashtra,"Rajiv Gandhi MC & CSMH, Thane",MBBS,"₹ 1,58,600",500,1,"₹ 10,00,000","₹18,000",5379,8317,10096,18478,-,-,5333,8989,10345,15279,24924,-,-,5783
AI,OBC,Maharashtra,"Rajiv Gandhi MC & CSMH, Thane",MBBS,"₹ 1,58,600",500,1,"₹ 10,00,000","₹18,000",7034,9605,11400,22545,-,-,7689,10604,12395,-,-,-,-,7852
AI,EWS,Maharashtra,"Rajiv Gandhi MC & CSMH, Thane",MBBS,"₹ 1,58,600",500,1,"₹ 10,00,000","₹18,000",8047,10443,12573,-,-,-,6719,12278,12569,-,-,-,-,9275
AI,SC,Maharashtra,"Rajiv Gandhi MC & CSMH, Thane",MBBS,"₹ 1,58,600",500,1,"₹ 10,00,000","₹18,000",47341,58302,58302,-,-,-,44445,68720,87931,-,-,-,-,45376
AI,ST,Maharashtra,"Rajiv Gandhi MC & CSMH, Thane",MBBS,"₹ 1,58,600",500,1,"₹ 10,00,000","₹18,000",86307,96000,116421,-,-,-,90442,100087,105942,-,-,-,-,83405
AI,Open-PwD,Maharashtra,"Rajiv Gandhi MC & CSMH, Thane",MBBS,"₹ 1,58,600",500,1,"₹ 10,00,000","₹18,000",-,-,-,-,-,-,-,-,-,-,-,-,-,367321
AI,OBC-PwD,Maharashtra,"Rajiv Gandhi MC & CSMH, Thane",MBBS,"₹ 1,58,600",500,1,"₹ 10,00,000","₹18,000",549284,624342,624342,-,-,-,-,-,-,-,-,-,-,-
AI,Open,Maharashtra,"Seth GS, Mumbai",MBBS,"₹ 1,58,600",2250,1,"₹ 10,00,000","₹18,000",656,737,737,-,-,-,1010,1010,1010,-,-,-,-,868
AI,OBC,Maharashtra,"Seth GS, Mumbai",MBBS,"₹ 1,58,600",2250,1,"₹ 10,00,000","₹18,000",2879,3848,5563,-,-,-,2163,3174,3890,-,-,-,-,3140
AI,EWS,Maharashtra,"Seth GS, Mumbai",MBBS,"₹ 1,58,600",2250,1,"₹ 10,00,000","₹18,000",2856,3500,2937,-,-,-,3387,4852,5437,16344,27899,-,-,4157
AI,SC,Maharashtra,"Seth GS, Mumbai",MBBS,"₹ 1,58,600",2250,1,"₹ 10,00,000","₹18,000",14361,14937,14937,-,-,-,16607,27770,21513,-,-,-,-,13389
AI,ST,Maharashtra,"Seth GS, Mumbai",MBBS,"₹ 1,58,600",2250,1,"₹ 10,00,000","₹18,000",15397,15397,15397,-,-,-,29866,38125,66447,-,-,-,-,49964
AI,Open-PwD,Maharashtra,"Seth GS, Mumbai",MBBS,"₹ 1,58,600",2250,1,"₹ 10,00,000","₹18,000",148285,148285,148285,-,-,-,185845,185845,185845,-,-,-,-,-
AI,OBC-PwD,Maharashtra,"Seth GS, Mumbai",MBBS,"₹ 1,58,600",2250,1,"₹ 10,00,000","₹18,000",-,-,-,-,-,-,196142,196142,196142,-,-,-,-,-
AI,Open,Maharashtra,"Shri VR Naik Govt, Yavatmal",MBBS,"₹ 1,58,600",756,1,"₹ 10,00,000","₹18,000",13110,16184,17526,23320,-,-,13794,17651,19275,22392,-,-,-,14578
AI,OBC,Maharashtra,"Shri VR Naik Govt, Yavatmal",MBBS,"₹ 1,58,600",756,1,"₹ 10,00,000","₹18,000",14105,16716,17828,-,-,-,14685,18288,20442,-,-,-,-,15069
AI,EWS,Maharashtra,"Shri VR Naik Govt, Yavatmal",MBBS,"₹ 1,58,600",756,1,"₹ 10,00,000","₹18,000",15599,18618,18618,-,-,-,16483,18964,20507,-,-,-,-,15782
AI,SC,Maharashtra,"Shri VR Naik Govt, Yavatmal",MBBS,"₹ 1,58,600",756,1,"₹ 10,00,000","₹18,000",69503,97980,99995,-,-,-,85039,107330,115198,-,-,-,-,87513
AI,ST,Maharashtra,"Shri VR Naik Govt, Yavatmal",MBBS,"₹ 1,58,600",756,1,"₹ 10,00,000","₹18,000",122451,129325,132378,-,-,-,116131,128865,134061,-,-,-,-,109913
AI,Open-PwD,Maharashtra,"Shri VR Naik Govt, Yavatmal",MBBS,"₹ 1,58,600",756,1,"₹ 10,00,000","₹18,000",719436,837500,-,-,-,-,322621,322621,322621,-,-,-,-,457571
AI,OBC-PwD,Maharashtra,"Shri VR Naik Govt, Yavatmal",MBBS,"₹ 1,58,600",756,1,"₹ 10,00,000","₹18,000",762775,1202565,1202565,-,-,-,-,-,-,-,-,-,-,549269
AI,SC-PwD,Maharashtra,"Shri VR Naik Govt, Yavatmal",MBBS,"₹ 1,58,600",756,1,"₹ 10,00,000","₹18,000",1216177,-,-,-,-,-,-,-,-,-,-,-,-,772618
AI,EWS-PwD,Maharashtra,"Shri VR Naik Govt, Yavatmal",MBBS,"₹ 1,58,600",756,1,"₹ 10,00,000","₹18,000",-,-,-,-,-,-,-,-,-,-,-,-,-,863554
AI,Open,Maharashtra,"Sri Bhausaheb, Dhule",MBBS,"₹ 1,58,600",545,1,"₹ 10,00,000","₹18,000",12533,15657,16552,23322,-,-,11896,16059,18285,-,-,-,-,12677
AI,OBC,Maharashtra,"Sri Bhausaheb, Dhule",MBBS,"₹ 1,58,600",545,1,"₹ 10,00,000","₹18,000",13796,16262,17673,-,-,-,13947,17402,19149,-,-,-,-,14510
AI,EWS,Maharashtra,"Sri Bhausaheb, Dhule",MBBS,"₹ 1,58,600",545,1,"₹ 10,00,000","₹18,000",14301,17451,17608,24908,-,-,15894,18118,19644,-,-,-,-,16282
AI,SC,Maharashtra,"Sri Bhausaheb, Dhule",MBBS,"₹ 1,58,600",545,1,"₹ 10,00,000","₹18,000",78971,94365,99922,-,-,-,78348,100302,107330,-,-,-,-,84858
AI,ST,Maharashtra,"Sri Bhausaheb, Dhule",MBBS,"₹ 1,58,600",545,1,"₹ 10,00,000","₹18,000",121310,121310,121310,-,-,-,94665,110324,132913,-,-,-,-,110678
AI,ST-PwD,Maharashtra,"Sri Bhausaheb, Dhule",MBBS,"₹ 1,58,600",545,1,"₹ 10,00,000","₹18,000",-,-,-,-,-,-,984561,-,-,-,-,-,-,-
AI,SC-PwD,Maharashtra,"Sri Bhausaheb, Dhule",MBBS,"₹ 1,58,600",545,1,"₹ 10,00,000","₹18,000",-,-,-,-,-,-,1028453,1317661,-,-,-,-,-,-
AI,Open,Maharashtra,"SRTT, Ambajogai",MBBS,"₹ 1,58,600",518,1,"₹ 10,00,000","₹18,000",12887,15509,17515,23230,-,-,13034,16571,19200,22360,-,-,-,13885
AI,OBC,Maharashtra,"SRTT, Ambajogai",MBBS,"₹ 1,58,600",518,1,"₹ 10,00,000","₹18,000",13585,16054,18291,23367,-,-,13795,17353,19303,-,-,-,-,14161
AI,EWS,Maharashtra,"SRTT, Ambajogai",MBBS,"₹ 1,58,600",518,1,"₹ 10,00,000","₹18,000",14223,18198,19352,-,-,-,14802,18228,20061,-,-,-,-,16534
AI,SC,Maharashtra,"SRTT, Ambajogai",MBBS,"₹ 1,58,600",518,1,"₹ 10,00,000","₹18,000",76704,98201,100427,125269,-,-,83829,101341,111405,-,-,-,-,88247
AI,ST,Maharashtra,"SRTT, Ambajogai",MBBS,"₹ 1,58,600",518,1,"₹ 10,00,000","₹18,000",116783,126942,126942,-,-,-,113493,124564,124564,-,-,-,-,106444
AI,Open-PwD,Maharashtra,"SRTT, Ambajogai",MBBS,"₹ 1,58,600",518,1,"₹ 10,00,000","₹18,000",81221,81221,81221,-,-,-,749440,787774,678501,-,-,-,-,398158
AI,OBC-PwD,Maharashtra,"SRTT, Ambajogai",MBBS,"₹ 1,58,600",518,1,"₹ 10,00,000","₹18,000",-,-,-,-,-,-,848842,848842,848842,-,-,-,-,-
AI,Open,Maharashtra,"Topiwala, Mumbai",MBBS,"₹ 1,58,600",1300,1,"₹ 10,00,000","₹18,000",2811,5101,7213,15103,-,18997,3022,6038,6185,10744,-,-,-,2876
AI,EWS,Maharashtra,"Topiwala, Mumbai",MBBS,"₹ 1,58,600",1300,1,"₹ 10,00,000","₹18,000",6400,9158,11627,18708,-,-,5605,10834,10144,-,-,-,-,6365
AI,OBC,Maharashtra,"Topiwala, Mumbai",MBBS,"₹ 1,58,600",1300,1,"₹ 10,00,000","₹18,000",5817,8132,10129,-,-,-,5444,8550,10796,14536,-,-,-,5749
AI,SC,Maharashtra,"Topiwala, Mumbai",MBBS,"₹ 1,58,600",1300,1,"₹ 10,00,000","₹18,000",37942,48495,56525,103775,-,-,31531,59782,68720,-,-,-,-,39041
AI,ST,Maharashtra,"Topiwala, Mumbai",MBBS,"₹ 1,58,600",1300,1,"₹ 10,00,000","₹18,000",78807,88853,108132,-,-,-,53867,86079,109999,-,-,-,-,77991
AI,OBC-PwD,Maharashtra,"Topiwala, Mumbai",MBBS,"₹ 1,58,600",1300,1,"₹ 10,00,000","₹18,000",-,-,-,-,-,-,-,-,-,-,-,-,-,241312
AI,Open,Maharashtra,"VMMC, Solapur",MBBS,"₹ 1,58,600",763,1,"₹ 10,00,000","₹18,000",10084,12916,15052,23002,-,-,9477,13733,15732,-,-,-,-,10285
AI,EWS,Maharashtra,"VMMC, Solapur",MBBS,"₹ 1,58,600",763,1,"₹ 10,00,000","₹18,000",11322,15068,17751,24704,-,-,11599,14920,16984,-,-,-,-,12306
AI,OBC,Maharashtra,"VMMC, Solapur",MBBS,"₹ 1,58,600",763,1,"₹ 10,00,000","₹18,000",11646,14744,16716,23157,-,-,11630,14881,17495,21127,-,-,-,11871
AI,SC,Maharashtra,"VMMC, Solapur",MBBS,"₹ 1,58,600",763,1,"₹ 10,00,000","₹18,000",61515,92048,95974,-,-,-,70120,95418,101346,-,-,-,-,76556
AI,ST,Maharashtra,"VMMC, Solapur",MBBS,"₹ 1,58,600",763,1,"₹ 10,00,000","₹18,000",103132,125192,125192,-,-,-,104114,119184,125253,-,-,-,-,103016
AI,OBC-PwD,Maharashtra,"VMMC, Solapur",MBBS,"₹ 1,58,600",763,1,"₹ 10,00,000","₹18,000",514437,839746,-,-,-,-,488912,488912,488912,-,-,-,-,-
AI,Open-PwD,Maharashtra,"VMMC, Solapur",MBBS,"₹ 1,58,600",763,1,"₹ 10,00,000","₹18,000",380867,836731,836731,-,-,-,-,-,-,-,-,-,-,-
AI,Open,Maharashtra,"MGIMS, Wardha",MBBS,"₹ 1,69,410",1000,1,"₹ 10,00,000","₹18,000",8793,12314,13183,22015,-,-,9238,13437,15928,-,-,-,-,9917
AI,EWS,Maharashtra,"MGIMS, Wardha",MBBS,"₹ 1,69,410",1000,1,"₹ 10,00,000","₹18,000",13514,16655,18409,-,-,-,15539,17759,18633,-,-,-,-,15580
AI,OBC,Maharashtra,"MGIMS, Wardha",MBBS,"₹ 1,69,410",1000,1,"₹ 10,00,000","₹18,000",12328,15786,16841,23119,-,-,12271,16676,19443,23981,-,-,-,14348
AI,SC,Maharashtra,"MGIMS, Wardha",MBBS,"₹ 1,69,410",1000,1,"₹ 10,00,000","₹18,000",65737,88143,101951,126948,-,-,70391,102761,118276,137174,-,-,-,80997
AI,ST,Maharashtra,"MGIMS, Wardha",MBBS,"₹ 1,69,410",1000,1,"₹ 10,00,000","₹18,000",117445,129370,145019,-,-,-,116133,132643,150919,-,-,-,-,103113
AI,Open-PwD,Maharashtra,"MGIMS, Wardha",MBBS,"₹ 1,69,410",1000,1,"₹ 10,00,000","₹18,000",-,-,-,-,-,-,528582,882166,1011375,-,-,-,-,277830
AI,OBC-PwD,Maharashtra,"MGIMS, Wardha",MBBS,"₹ 1,69,410",1000,1,"₹ 10,00,000","₹18,000",742139,742139,742139,-,-,-,828224,1169608,1294413,-,-,-,-,-
AI,SC-PwD,Maharashtra,"MGIMS, Wardha",MBBS,"₹ 1,69,410",1000,1,"₹ 10,00,000","₹18,000",743216,-,-,-,-,-,-,-,-,-,-,-,-,474394
AI,Open,Punjab,"DrBRAmbedkar State IMS,Mohali",MBBS,"₹ 1,92,000",420,1,"₹ 2,00,000","₹15,000",4540,8449,10235,20485,-,-,3596,7007,9031,14883,-,-,-,4511
AI,OBC,Punjab,"DrBRAmbedkar State IMS,Mohali",MBBS,"₹ 1,92,000",420,1,"₹ 2,00,000","₹15,000",7307,10722,11968,22845,-,-,6014,8560,14083,20991,-,-,-,5370
AI,EWS,Punjab,"DrBRAmbedkar State IMS,Mohali",MBBS,"₹ 1,92,000",420,1,"₹ 2,00,000","₹15,000",5831,9606,12005,-,-,-,7688,10442,15966,-,-,-,-,7344
AI,SC,Punjab,"DrBRAmbedkar State IMS,Mohali",MBBS,"₹ 1,92,000",420,1,"₹ 2,00,000","₹15,000",41045,68421,87749,107224,-,-,43640,57528,85742,-,-,-,-,52619
AI,ST,Punjab,"DrBRAmbedkar State IMS,Mohali",MBBS,"₹ 1,92,000",420,1,"₹ 2,00,000","₹15,000",65636,69171,120186,-,-,-,47000,75140,118459,-,-,-,-,70469
AI,Open,Punjab,"Govt Med Coll, Amritsar",MBBS,"₹ 1,92,000",951,1,"₹ 2,00,000","₹15,000",4982,7972,9991,19739,-,23598,5118,8429,8974,11935,-,-,-,5197
AI,OBC,Punjab,"Govt Med Coll, Amritsar",MBBS,"₹ 1,92,000",951,1,"₹ 2,00,000","₹15,000",7855,11097,13494,22387,-,-,8143,11698,13156,16071,-,-,-,9023
AI,EWS,Punjab,"Govt Med Coll, Amritsar",MBBS,"₹ 1,92,000",951,1,"₹ 2,00,000","₹15,000",8145,11377,11786,-,-,-,6878,12038,15612,-,-,-,-,9124
AI,SC,Punjab,"Govt Med Coll, Amritsar",MBBS,"₹ 1,92,000",951,1,"₹ 2,00,000","₹15,000",59533,74835,84209,122672,-,-,53537,75767,91354,-,-,-,-,52382
AI,ST,Punjab,"Govt Med Coll, Amritsar",MBBS,"₹ 1,92,000",951,1,"₹ 2,00,000","₹15,000",83355,98576,101146,-,-,-,82738,81731,114066,156695,-,-,-,84935
AI,OBC-PwD,Punjab,"Govt Med Coll, Amritsar",MBBS,"₹ 1,92,000",951,1,"₹ 2,00,000","₹15,000",-,-,-,-,-,-,621181,621181,621181,-,-,-,-,394311
AI,Open-PwD,Punjab,"Govt Med Coll, Amritsar",MBBS,"₹ 1,92,000",951,1,"₹ 2,00,000","₹15,000",376064,406482,406482,-,-,-,275558,524237,731206,796837,-,-,-,-
AI,EWS-PwD,Punjab,"Govt Med Coll, Amritsar",MBBS,"₹ 1,92,000",951,1,"₹ 2,00,000","₹15,000",-,-,-,-,-,-,680614,939972,939972,-,-,-,-,-
AI,SC-PwD,Punjab,"Govt Med Coll, Amritsar",MBBS,"₹ 1,92,000",951,1,"₹ 2,00,000","₹15,000",-,-,-,-,-,-,1353609,-,-,-,-,-,-,-
AI,Open,Punjab,"Govt Med Coll, Patiala",MBBS,"₹ 1,92,000",1130,1,"₹ 2,00,000","₹15,000",3752,5153,6705,19416,-,23593,3318,4265,4441,7512,24800,-,-,4156
AI,OBC,Punjab,"Govt Med Coll, Patiala",MBBS,"₹ 1,92,000",1130,1,"₹ 2,00,000","₹15,000",7409,10197,11772,-,-,-,7234,10626,11352,16484,25151,-,-,7803
AI,EWS,Punjab,"Govt Med Coll, Patiala",MBBS,"₹ 1,92,000",1130,1,"₹ 2,00,000","₹15,000",7500,9233,9730,21129,-,-,4808,6190,14841,-,-,-,-,7097
AI,SC,Punjab,"Govt Med Coll, Patiala",MBBS,"₹ 1,92,000",1130,1,"₹ 2,00,000","₹15,000",50009,60594,78458,118341,-,-,45272,73287,76076,121723,-,-,-,48687
AI,ST,Punjab,"Govt Med Coll, Patiala",MBBS,"₹ 1,92,000",1130,1,"₹ 2,00,000","₹15,000",86431,99286,110306,-,-,-,86711,92793,111290,-,-,-,-,79799
AI,Open-PwD,Punjab,"Govt Med Coll, Patiala",MBBS,"₹ 1,92,000",1130,1,"₹ 2,00,000","₹15,000",462635,462635,462635,-,-,-,257767,764207,764207,-,-,-,-,368265
AI,OBC-PwD,Punjab,"Govt Med Coll, Patiala",MBBS,"₹ 1,92,000",1130,1,"₹ 2,00,000","₹15,000",577281,577281,577281,-,-,-,723671,866597,866597,-,-,-,-,-
AI,Open,Punjab,"Guru Govind Singh, Faridkot",MBBS,"₹ 1,92,000",1000,1,"₹ 2,00,000","₹15,000",6356,9665,11346,21217,-,-,6049,10871,11091,16056,-,-,-,6757
AI,OBC,Punjab,"Guru Govind Singh, Faridkot",MBBS,"₹ 1,92,000",1000,1,"₹ 2,00,000","₹15,000",8727,11968,14163,-,-,-,8820,13518,13575,-,-,-,-,9590
AI,EWS,Punjab,"Guru Govind Singh, Faridkot",MBBS,"₹ 1,92,000",1000,1,"₹ 2,00,000","₹15,000",8627,12784,14447,-,-,-,8073,13698,17813,19705,-,-,-,11442
AI,SC,Punjab,"Guru Govind Singh, Faridkot",MBBS,"₹ 1,92,000",1000,1,"₹ 2,00,000","₹15,000",60089,78312,83107,-,-,-,60320,79478,95987,128593,-,-,-,57502
AI,ST,Punjab,"Guru Govind Singh, Faridkot",MBBS,"₹ 1,92,000",1000,1,"₹ 2,00,000","₹15,000",85826,103266,108495,-,-,-,96129,104819,118940,-,-,-,-,96892
AI,Open-PwD,Punjab,"Guru Govind Singh, Faridkot",MBBS,"₹ 1,92,000",1000,1,"₹ 2,00,000","₹15,000",-,-,-,-,-,-,-,-,-,-,-,-,-,526701
AI,OBC-PwD,Punjab,"Guru Govind Singh, Faridkot",MBBS,"₹ 1,92,000",1000,1,"₹ 2,00,000","₹15,000",586755,695857,695857,-,-,-,-,-,-,-,-,-,-,-
AI,EWS-PwD,Punjab,"Guru Govind Singh, Faridkot",MBBS,"₹ 1,92,000",1000,1,"₹ 2,00,000","₹15,000",744378,-,-,-,-,-,-,-,-,-,-,-,-,-
AI,SC-PwD,Punjab,"Guru Govind Singh, Faridkot",MBBS,"₹ 1,92,000",1000,1,"₹ 2,00,000","₹15,000",983082,983082,983082,-,-,-,-,-,-,-,-,-,-,-
JAIN MIN,Open,Gujarat,"KM Shah Dental Coll, Vadadora",BDS,"₹ 2,50,000",1500,0,₹ 0,Info not available,987572,987572,987572,517372,-,-,938810,938810,938810,-,-,-,-,758641
DEEMED PS,Open,Uttar Pradesh,"Santosh Dental Coll, Ghaziabad",BDS,"₹ 2,80,000",900,0,₹ 0,Info not available,1216636,1216636,1216636,-,-,464166,1191847,1191847,1191847,-,-,-,-,731183
DEEMED PS,Open,Karnataka,"Sri Siddhartha DentColl,Tumkur",BDS,"₹ 3,11,000",Info Not Available,Info Not Available,Info not available,Info not available,1139237,1139237,1139237,266300,1215169,-,1036198,1016398,1016398,335502,950358,-,-,683300
DEEMED PS,Open,Haryana,"MM Coll Dental, Mullana,Ambala",BDS,"₹ 3,18,300",350,0,₹ 0,"₹3,000",1203515,1203515,1203515,636118,407739,650684,1178703,1178703,1178703,-,-,-,-,697765
DEEMED PS,Open,Pondicherry,"IG Inst Dental Sci,Pondicherry",BDS,"₹ 3,42,000",Info Not Available,0,₹ 0,Info not available,1220133,1220133,1220133,1208164,1180743,1215492,1355563,1355563,1355563,322811,-,-,-,847005
DEEMED PS,Open,Maharashtra,"Rural Dental Coll, Loni",BDS,"₹ 3,50,000",340,0,₹ 0,Info not available,1148580,1148580,1148580,-,-,320494,871786,871786,871786,-,-,-,-,599324
DEEMED PS,Open,Karnataka,"KLE VK Inst of DentSci,Belgaum",BDS,"₹ 3,73,000",Info Not Available,Info Not Available,Info not available,Info not available,916041,916041,916041,-,593551,-,761314,761314,761314,340911,839769,584226,-,581184
AI,Open,Gujarat,"GMERS Medical College, Navsari",MBBS,"₹ 3,75,000",360,1,"₹ 2,00,000","₹21,840",15817,17637,20975,23294,-,-,15452,20073,21924,22690,-,-,-,17448
AI,OBC,Gujarat,"GMERS Medical College, Navsari",MBBS,"₹ 3,75,000",360,1,"₹ 2,00,000","₹21,840",17890,21228,22312,-,-,-,18050,21819,23993,24891,-,-,-,19567
AI,EWS,Gujarat,"GMERS Medical College, Navsari",MBBS,"₹ 3,75,000",360,1,"₹ 2,00,000","₹21,840",18409,22097,23142,23840,-,-,19721,23162,24877,-,-,-,-,18734
AI,SC,Gujarat,"GMERS Medical College, Navsari",MBBS,"₹ 3,75,000",360,1,"₹ 2,00,000","₹21,840",86984,102386,112487,-,-,-,91386,113731,123360,137468,138322,-,-,94348
AI,ST,Gujarat,"GMERS Medical College, Navsari",MBBS,"₹ 3,75,000",360,1,"₹ 2,00,000","₹21,840",123109,123081,149805,165338,-,-,108946,133663,144600,-,-,-,-,132548
AI,OBC-PwD,Gujarat,"GMERS Medical College, Navsari",MBBS,"₹ 3,75,000",360,1,"₹ 2,00,000","₹21,840",-,-,-,-,-,-,907589,1063187,1310627,-,-,-,-,-
AI,Open,Gujarat,"GMERS Medical College, Rajpipla",MBBS,"₹ 3,75,000",Info Not Available,1,"₹ 2,00,000","₹21,840",16573,19431,20259,23492,-,-,16103,20369,22649,24795,-,-,-,18038
AI,OBC,Gujarat,"GMERS Medical College, Rajpipla",MBBS,"₹ 3,75,000",Info Not Available,1,"₹ 2,00,000","₹21,840",17993,21403,21526,-,-,-,17825,21977,24306,25056,-,-,-,19984
AI,EWS,Gujarat,"GMERS Medical College, Rajpipla",MBBS,"₹ 3,75,000",Info Not Available,1,"₹ 2,00,000","₹21,840",19416,23306,23306,-,-,-,19651,22622,24963,-,-,-,-,20692
AI,SC,Gujarat,"GMERS Medical College, Rajpipla",MBBS,"₹ 3,75,000",Info Not Available,1,"₹ 2,00,000","₹21,840",82291,103303,112956,-,-,-,91525,117185,122989,-,-,-,-,97658
AI,ST,Gujarat,"GMERS Medical College, Rajpipla",MBBS,"₹ 3,75,000",Info Not Available,1,"₹ 2,00,000","₹21,840",-,-,136852,165708,-,-,106322,109229,154298,162758,168888,-,-,134204
AI,SC-PwD,Gujarat,"GMERS Medical College, Rajpipla",MBBS,"₹ 3,75,000",Info Not Available,1,"₹ 2,00,000","₹21,840",1110153,678355,-,-,-,-,-,-,-,-,-,-,-,-
AI,Open,Gujarat,"Govt Med Coll , Panchmahal",MBBS,"₹ 3,75,000",Info Not Available,1,"₹ 2,00,000","₹21,840",14929,18156,18885,23550,-,-,14985,19900,22534,24497,-,-,-,17630
AI,OBC,Gujarat,"Govt Med Coll , Panchmahal",MBBS,"₹ 3,75,000",Info Not Available,1,"₹ 2,00,000","₹21,840",16832,20313,21893,-,-,-,18017,21895,24059,25005,-,-,-,18851
AI,EWS,Gujarat,"Govt Med Coll , Panchmahal",MBBS,"₹ 3,75,000",Info Not Available,1,"₹ 2,00,000","₹21,840",18681,23022,23799,-,-,-,20061,24254,26719,-,-,-,-,19716
AI,SC,Gujarat,"Govt Med Coll , Panchmahal",MBBS,"₹ 3,75,000",Info Not Available,1,"₹ 2,00,000","₹21,840",92289,89880,102739,-,-,-,91546,116422,125047,134838,-,-,-,97582
