CR 2023 1,CR 2023 2,CR 2023 3,CR 2023 4,CR 2023 5,CR 2023 6,CR 2023 7,CR 2024 1,CR 2024 2,CR 2024 3,CR 2024 4,Institute,Course,Quota,Category
-,-,-,-,-,-,-,34215,38561,38561,-,"Kakatiya Med Coll, Warangal",ANAESTHESIOLOGY,Tel Govt-NS LOC,SC-GEN
-,-,-,-,-,-,35158,35158,38687,38687,-,"Shadan IMSRC, Peerancheru",OPHTHALMOLOGY,Tel Govt-NS LOC,MIN-GEN-MSM
-,-,-,-,-,-,-,-,38700,47397,-,"Prathima IMS, Karimnagar",GENERAL SURGERY,Tel Govt-NS LOC,BCE-GEN
25782,27782,39905,41171,41171,41171,31424,31424,38713,38713,-,"CAIMS, Karimnagar",ORTHOPAEDICS,Tel Govt-NS LOC,OPEN-GEN
-,-,-,-,-,-,27632,27632,38751,38751,-,"Bhaskar Med Coll, Yenkapally",ENT,Tel Govt-NS LOC,OPEN-FEM
20514,20514,33115,33115,33115,33115,26434,26434,38759,39108,-,"Prathima IMS, Karimnagar",OPHTHALMOLOGY,Tel Govt-NS LOC,OPEN-GEN
29441,29441,36606,36606,36606,36606,31750,31750,38790,39252,-,"Prathima IMS, Karimnagar",ANAESTHESIOLOGY,Tel Govt-NS LOC,OPEN-GEN
-,-,-,-,-,-,-,-,38835,38835,-,"Dr Patnam MRInstofMS,Chevella",ENT,Tel Govt-NS LOC,OPEN-GEN
28137,33052,33052,33052,33052,33052,36714,36714,38956,38956,-,"DCMS, Hyderabad",ANAESTHESIOLOGY,Tel Govt-NS LOC,MIN-GEN-MSM
-,-,-,-,-,-,29339,29339,39057,39057,-,"Kamineni IMS, Narketpally",TBRD,Tel Govt-NS LOC,BCB-FEM
-,-,-,-,-,-,27140,31592,39108,39820,-,"Kamineni IMS, Narketpally",OPHTHALMOLOGY,Tel Govt-NS LOC,OPEN-GEN
-,-,-,-,-,-,39110,39110,39110,39110,-,"Bhaskar Med Coll, Yenkapally",ORTHOPAEDICS,Tel Govt-NS LOC,OPEN-FEM
-,-,-,-,-,-,26372,26372,39112,39112,-,"Kamineni IMS, Narketpally",OBG,Tel Govt-NS LOC,BCA-GEN
24995,26385,28766,28766,28766,28766,29376,23276,39178,39178,-,"Mamata Med Coll, Khammam",ORTHOPAEDICS,Tel Govt-NS LOC,OPEN-GEN
-,-,-,-,-,-,-,-,39211,57960,-,"Prathima IMS, Karimnagar",PSYCHIATRY,Tel Govt-NS LOC,BCB-GEN
-,-,-,-,-,-,-,-,39440,39440,-,"RVM IMSRC, Siddipet",OPHTHALMOLOGY,Tel Govt-NS LOC,OPEN-GEN
-,-,-,-,-,-,-,27184,39572,39854,-,"Mediciti IMS, Ghanpur",OPHTHALMOLOGY,Tel Govt-NS LOC,OPEN-GEN
-,26377,48545,48545,48545,48545,-,31475,39603,39603,-,"MNR Med Coll, Sangareddy",GENERAL SURGERY,Tel Govt-NS LOC,BCB-FEM
-,-,-,-,-,-,32830,32830,39653,39653,-,"Shadan IMSRC, Peerancheru",ENT,Tel Govt-NS LOC,MIN-GEN-MSM
30909,30968,40735,40735,40735,40735,30170,30170,39760,40715,-,"CAIMS, Karimnagar",ANAESTHESIOLOGY,Tel Govt-NS LOC,OPEN-GEN
-,-,-,-,-,-,-,-,39792,39792,-,"Govt Med Coll, Nizamabad",ANAESTHESIOLOGY,Tel Govt-NS LOC,BCA-GEN
-,-,-,-,-,-,39288,39288,39820,66196,-,"Surabhi InstituteofMS,Siddipet",OPHTHALMOLOGY,Tel Govt-NS LOC,BCE-FEM
-,-,-,-,-,-,29773,29773,39840,39840,-,"Mamata Med Coll, Khammam",ORTHOPAEDICS,Tel Govt-NS LOC,BCB-GEN
-,-,-,-,-,-,33552,33552,39877,39877,-,"Mamata AcadofMedSci,Bachupally",ANAESTHESIOLOGY,Tel Govt-NS LOC,BCB-GEN
-,-,-,-,-,-,22890,26902,39907,39907,-,"Kamineni , Hyderabad",GENERAL MEDICINE,Tel Govt-NS LOC,SC-FEM
-,-,-,-,-,-,38759,38759,39947,39947,-,"CAIMS, Karimnagar",PSYCHIATRY,Tel Govt-NS LOC,OPEN-FEM
35836,32748,45082,45082,45082,45082,-,24947,39960,39960,-,"SVS Med Coll, Mehboobnagar",ANAESTHESIOLOGY,Tel Govt-NS LOC,BCD-FEM
-,-,-,-,-,-,28923,28923,40002,40002,-,"Govt Med Coll, Siddipet",GENERAL SURGERY,Tel Govt-NS LOC,SC-GEN
-,-,-,-,-,-,14308,14308,40007,40007,-,"Gandhi Med Coll, Secunderabad",OBG,Tel Govt-NS LOC,ST-GEN
-,-,-,-,-,-,25332,25332,40029,40029,-,"MNR Med Coll, Sangareddy",GENERAL MEDICINE,Tel Govt-NS LOC,BCA-FEM
-,-,-,-,-,-,22054,22054,40078,40078,-,"Osmania Med Coll, Hyderabad",ENT,Tel Govt-NS LOC,SC-GEN
-,-,-,-,-,-,33488,33488,40132,40132,-,"RVM IMSRC, Siddipet",ANAESTHESIOLOGY,Tel Govt-NS LOC,OPEN-GEN
25475,25475,25475,25475,25475,25475,31991,31991,40359,40635,-,"Bhaskar Med Coll, Yenkapally",ORTHOPAEDICS,Tel Govt-NS LOC,OPEN-GEN
39598,39598,39598,39598,39598,39598,40486,40486,40486,40486,-,"Shadan IMSRC, Peerancheru",ORTHOPAEDICS,Tel Govt-NS LOC,MIN-GEN-MSM
26805,26805,26805,26805,26805,26805,29999,33289,40499,40499,-,"Osmania Med Coll, Hyderabad",PAEDIATRICS,Tel Govt-NS LOC,ST-GEN
23617,23617,34732,48354,48354,48354,26900,26900,40531,40531,-,"Mamata Med Coll, Khammam",ENT,Tel Govt-NS LOC,OPEN-GEN
-,-,-,-,-,-,-,-,40635,47776,-,"MNR Med Coll, Sangareddy",ORTHOPAEDICS,Tel Govt-NS LOC,BCE-GEN
-,-,-,-,-,-,39960,39960,40715,43963,-,"CAIMS, Karimnagar",ANAESTHESIOLOGY,Tel Govt-NS LOC,BCD-GEN
-,-,-,-,-,-,38117,38117,40812,40812,-,"Bhaskar Med Coll, Yenkapally",RADIO DIAGNOSIS,Tel Govt-NS LOC,SC-FEM
30205,30205,30205,30205,30205,30205,41051,41051,41051,41051,-,"MNR Med Coll, Sangareddy",GENERAL MEDICINE,Tel Govt-NS LOC,SC-FEM
29374,29374,29374,29374,29374,29374,29696,30766,41056,41084,-,"Mediciti IMS, Ghanpur",ANAESTHESIOLOGY,Tel Govt-NS LOC,OPEN-FEM
-,-,-,-,-,-,35354,35354,41084,44578,-,"Dr Patnam MRInstofMS,Chevella",ANAESTHESIOLOGY,Tel Govt-NS LOC,OPEN-FEM
-,-,-,-,-,-,41216,41216,41216,41216,-,"Prathima IMS, Karimnagar",PAEDIATRICS,Tel Govt-NS LOC,SC-GEN
28203,29397,35544,35544,35544,35544,34746,34746,41477,42152,-,"Mediciti IMS, Ghanpur",ORTHOPAEDICS,Tel Govt-NS LOC,OPEN-GEN
-,-,-,-,-,-,-,-,41486,50056,-,"CAIMS, Karimnagar",OPHTHALMOLOGY,Tel Govt-NS LOC,BCD-GEN
-,-,-,-,-,-,22840,22840,41511,41511,-,"NIMS, Hyderabad",ORTHOPAEDICS,Tel Govt-NS LOC,SC-GEN
-,-,-,-,-,-,22620,22620,41706,42161,-,"RVM IMSRC, Siddipet",ENT,Tel Govt-NS LOC,OPEN-FEM
-,-,-,-,-,-,47856,41778,41778,41778,-,"ESIC Med Coll,Sanath Nagar",IHBT,Tel Govt-NS LOC,BCC-GEN
-,-,-,-,-,-,41891,41891,41891,42007,-,"Mamata Med Coll, Khammam",ENT,Tel Govt-NS LOC,BCD-GEN
32001,32001,43916,43916,43916,43916,33827,35036,41938,44980,-,"MNR Med Coll, Sangareddy",ANAESTHESIOLOGY,Tel Govt-NS LOC,OPEN-FEM
32770,32759,44658,44658,44658,44658,35685,35685,41963,41963,-,"Dr Patnam MRInstofMS,Chevella",ANAESTHESIOLOGY,Tel Govt-NS LOC,OPEN-GEN
-,-,-,-,-,-,42007,42007,42007,61637,-,"Kamineni IMS, Narketpally",ENT,Tel Govt-NS LOC,BCD-FEM
28529,28529,28529,28529,28529,28529,19533,29999,42012,42012,-,"Osmania Med Coll, Hyderabad",OBG,Tel Govt-NS LOC,ST-GEN
34120,34120,34120,34120,34120,34120,42070,42070,42070,42070,-,"Kamineni , Hyderabad",ANAESTHESIOLOGY,Tel Govt-NS LOC,BCA-GEN
40002,40002,40002,40002,40002,40002,35431,35431,42109,42109,-,"Osmania Med Coll, Hyderabad",PSYCHIATRY,Tel Govt-NS LOC,BCA-GEN
-,-,-,-,-,-,34700,34700,42152,44837,-,"Mahavir Inst of MS, Vikarabad",ORTHOPAEDICS,Tel Govt-NS LOC,OPEN-GEN
-,-,-,-,-,-,38254,38254,42193,42193,-,"Maheshwara Med Coll, Medak",GENERAL SURGERY,Tel Govt-NS LOC,BCE-GEN
23556,28241,29141,29141,29141,29141,37224,37224,42333,42333,-,"Osmania Med Coll, Hyderabad",OPHTHALMOLOGY,Tel Govt-NS LOC,SC-FEM
-,-,-,-,-,-,40958,40958,42598,42598,-,"ESIC Med Coll,Sanath Nagar",IHBT,Tel Govt-NS LOC,OPEN-GEN
23876,31968,33635,43353,43353,43353,33630,24823,42644,42644,-,"Mediciti IMS, Ghanpur",ANAESTHESIOLOGY,Tel Govt-NS LOC,OPEN-GEN
-,-,-,-,-,-,-,-,42655,42655,-,"Apollo IMSR, Hyderabad",EMERGENCY MEDICINE,Tel Govt-NS LOC,BCE-GEN
-,-,-,-,-,-,25045,25045,42777,42777,-,"SVS Med Coll, Mehboobnagar",OPHTHALMOLOGY,Tel Govt-NS LOC,BCB-FEM
-,-,-,-,-,-,42781,42781,42781,42781,-,"Gandhi Med Coll, Secunderabad",GENERAL SURGERY,Tel Govt-NS LOC,ST-GEN
-,-,-,-,-,-,22449,22449,42954,42954,-,"Kakatiya Med Coll, Warangal",ANAESTHESIOLOGY,Tel Govt-NS LOC,BCA-FEM
29867,29867,32212,53898,53898,53898,34882,34882,42955,37646,-,"Osmania Med Coll, Hyderabad",DO,Tel Govt-NS LOC,OPEN-GEN
-,-,-,-,-,-,38455,38455,43054,43054,-,"Mamata AcadofMedSci,Bachupally",ENT,Tel Govt-NS LOC,BCB-FEM
32200,32200,42817,42817,42817,42817,34310,34310,43063,43063,-,"MNR Med Coll, Sangareddy",ANAESTHESIOLOGY,Tel Govt-NS LOC,OPEN-GEN
-,-,-,-,-,-,40499,43187,43187,43187,-,"Kakatiya Med Coll, Warangal",DERMATOLOGY,Tel Govt-NS LOC,ST-GEN
-,-,-,-,-,-,26917,26917,43240,45065,-,"Kamineni IMS, Narketpally",ANAESTHESIOLOGY,Tel Govt-NS LOC,OPEN-FEM
-,-,-,-,-,-,29070,29070,43247,50185,-,"CAIMS, Karimnagar",GENERAL SURGERY,Tel Govt-NS LOC,BCA-GEN
-,-,-,-,-,-,43276,43276,43276,43276,-,"Prathima IMS, Karimnagar",DERMATOLOGY,Tel Govt-NS LOC,SC-GEN
-,44830,52603,52603,52603,52603,-,-,43293,54724,-,"DrVRK Womens MedColl,Aziznagar",ENT,Tel Govt-NS LOC,MIN-FEM-MSM
-,-,-,-,-,-,34620,34620,43322,45367,-,"Maheshwara Med Coll, Medak",ANAESTHESIOLOGY,Tel Govt-NS LOC,OPEN-GEN
-,-,-,-,-,-,43349,43349,43349,43349,-,"SVS Med Coll, Mehboobnagar",GENERAL SURGERY,Tel Govt-NS LOC,SC-GEN
-,-,-,-,-,-,25682,27496,43481,45760,-,"Osmania Med Coll, Hyderabad",PSYCHIATRY,Tel Govt-NS LOC,BCD-GEN
-,-,-,-,-,-,51633,51633,43489,43489,-,"CAIMS, Karimnagar",RADIO DIAGNOSIS,Tel Govt-NS LOC,ST-GEN
-,-,-,-,-,-,-,35716,43569,43569,-,"MNR Med Coll, Sangareddy",OPHTHALMOLOGY,Tel Govt-NS LOC,BCB-FEM
-,-,-,-,-,-,-,-,43772,43772,-,"SVS Med Coll, Mehboobnagar",PSYCHIATRY,Tel Govt-NS LOC,OPEN-FEM
24610,24610,24610,24610,24610,24610,-,43913,43913,43913,-,"Osmania Med Coll, Hyderabad",PAEDIATRICS,Tel Govt-NS LOC,ST-FEM
32211,34718,47271,47271,47271,47271,40715,40715,43963,47253,-,"Mediciti IMS, Ghanpur",ANAESTHESIOLOGY,Tel Govt-NS LOC,BCD-GEN
34083,33486,37524,37524,37524,37524,35526,35526,44046,44046,-,"Mahavir Inst of MS, Vikarabad",ANAESTHESIOLOGY,Tel Govt-NS LOC,OPEN-FEM
-,-,-,-,-,-,38078,38078,44123,53709,-,"Maheshwara Med Coll, Medak",ANAESTHESIOLOGY,Tel Govt-NS LOC,BCE-GEN
-,-,-,-,-,-,-,-,44334,44334,-,"Prathima IMS, Karimnagar",ANAESTHESIOLOGY,Tel Govt-NS LOC,BCB-FEM
35429,41164,41513,59599,59599,59599,34928,30635,44422,44422,-,"Prathima IMS, Karimnagar",ORTHOPAEDICS,Tel Govt-NS LOC,OPEN-FEM
33070,35286,47268,47268,47268,47268,36221,36221,44457,44457,-,"Surabhi InstituteofMS,Siddipet",ANAESTHESIOLOGY,Tel Govt-NS LOC,OPEN-GEN
-,-,-,-,-,-,39178,39178,44752,53783,-,"Mahavir Inst of MS, Vikarabad",ORTHOPAEDICS,Tel Govt-NS LOC,BCE-GEN
29696,34039,34039,34039,34039,34039,29524,29524,44770,44770,-,"Osmania Med Coll, Hyderabad",ORTHOPAEDICS,Tel Govt-NS LOC,SC-GEN
-,-,-,-,-,-,-,-,44868,44868,-,"Mamata Med Coll, Khammam",ANAESTHESIOLOGY,Tel Govt-NS LOC,BCA-FEM
33686,34840,41154,41154,41154,41154,36452,36452,44994,44994,-,"Mediciti IMS, Ghanpur",ANAESTHESIOLOGY,Tel Govt-NS LOC,BCB-GEN
-,-,-,-,-,-,40002,40002,45038,45038,-,"Kamineni , Hyderabad",GENERAL SURGERY,Tel Govt-NS LOC,SC-GEN
-,-,-,-,-,-,34199,34199,45089,53726,-,"Kamineni IMS, Narketpally",PSYCHIATRY,Tel Govt-NS LOC,OPEN-GEN
30276,39525,40463,40463,40463,40463,-,-,45117,48499,-,"Mediciti IMS, Ghanpur",ORTHOPAEDICS,Tel Govt-NS LOC,OPEN-FEM
35938,37644,41047,52924,52924,52924,-,-,45205,45205,-,"Surabhi InstituteofMS,Siddipet",PAEDIATRICS,Tel Govt-NS LOC,SC-GEN
40945,40945,40945,40945,40945,40945,45477,45477,45477,45477,-,"Kamineni , Hyderabad",RADIO DIAGNOSIS,Tel Govt-NS LOC,ST-FEM
-,-,-,-,-,-,38561,38561,45486,45486,-,"Rajiv Gandhi IMS, Adilabad",ANAESTHESIOLOGY,Tel Govt-NS LOC,SC-GEN
-,-,-,-,-,-,37469,37469,45587,45587,-,"Dr Patnam MRInstofMS,Chevella",ORTHOPAEDICS,Tel Govt-NS LOC,BCD-GEN
32809,33916,33916,33916,33916,33916,35565,35565,45669,48826,-,"Prathima IMS, Karimnagar",ANAESTHESIOLOGY,Tel Govt-NS LOC,BCB-GEN
-,-,-,-,-,-,-,-,45760,51626,-,"Bhaskar Med Coll, Yenkapally",ANAESTHESIOLOGY,Tel Govt-NS LOC,BCD-FEM
32838,36470,44418,44418,44418,44418,34969,36450,45778,46575,-,"CAIMS, Karimnagar",ANAESTHESIOLOGY,Tel Govt-NS LOC,BCB-FEM
-,-,-,-,-,-,45838,45838,45838,45838,-,"Kamineni IMS, Narketpally",ANAESTHESIOLOGY,Tel Govt-NS LOC,BCA-FEM
-,-,-,-,-,-,-,39211,45839,45839,-,"Mediciti IMS, Ghanpur",PSYCHIATRY,Tel Govt-NS LOC,OPEN-GEN
-,-,-,-,-,-,45845,45845,45845,45845,-,"Prathima IMS, Karimnagar",OBG,Tel Govt-NS LOC,SC-GEN
-,-,-,-,-,-,20939,38571,45848,45848,-,"ESIC Med Coll,Sanath Nagar",ORTHOPAEDICS,Tel Govt-NS LOC,BCC-GEN
-,-,-,-,-,-,-,39112,45909,45909,-,"Bhaskar Med Coll, Yenkapally",GENERAL SURGERY,Tel Govt-NS LOC,BCA-FEM
79405,100938,107892,107892,107892,107892,45915,45915,45915,45915,-,"Osmania Med Coll, Hyderabad",RADIATION ONCOLOGY,Tel Govt-NS LOC,ST-GEN
26917,26917,26917,26917,26917,26917,42333,42333,46349,46349,-,"Osmania Med Coll, Hyderabad",OPHTHALMOLOGY,Tel Govt-NS LOC,SC-GEN
28904,28904,28904,28904,28904,28904,32438,32438,46397,46397,-,"Osmania Med Coll, Hyderabad",ANAESTHESIOLOGY,Tel Govt-NS LOC,SC-FEM
-,-,-,-,-,-,46535,46535,46535,46535,-,"Mamata AcadofMedSci,Bachupally",GENERAL MEDICINE,Tel Govt-NS LOC,ST-FEM
-,-,-,-,-,-,45486,45486,46669,46669,-,"Kakatiya Med Coll, Warangal",OPHTHALMOLOGY,Tel Govt-NS LOC,SC-GEN
-,-,-,-,-,-,40007,40499,46752,46752,-,"Gandhi Med Coll, Secunderabad",PAEDIATRICS,Tel Govt-NS LOC,ST-GEN
-,-,-,-,-,-,46976,46976,46976,54313,-,"Osmania Med Coll, Hyderabad",RADIATION ONCOLOGY,Tel Govt-NS LOC,SC-GEN
-,-,-,-,-,-,43489,43489,47061,47061,-,"Kakatiya Med Coll, Warangal",GENERAL SURGERY,Tel Govt-NS LOC,ST-GEN
-,-,-,-,-,-,37993,37993,47253,49040,-,"MNR Med Coll, Sangareddy",PSYCHIATRY,Tel Govt-NS LOC,OPEN-GEN
-,-,-,-,-,-,-,-,47258,47258,-,"MNR Med Coll, Sangareddy",GENERAL SURGERY,Tel Govt-NS LOC,BCA-FEM
-,-,-,-,-,-,40635,40635,47490,85182,-,"RVM IMSRC, Siddipet",PSYCHIATRY,Tel Govt-NS LOC,BCE-GEN
-,-,-,-,-,-,30104,30104,47792,47792,-,"NIMS, Hyderabad",EMERGENCY MEDICINE,Tel Govt-NS LOC,SC-GEN
-,-,-,-,-,-,36647,36647,48245,48245,-,"Prathima IMS, Karimnagar",ANAESTHESIOLOGY,Tel Govt-NS LOC,BCE-FEM
-,-,-,-,-,-,48499,48499,48499,57653,-,"Prathima IMS, Karimnagar",ORTHOPAEDICS,Tel Govt-NS LOC,BCB-FEM
-,-,-,-,-,-,48844,48844,48844,48844,-,"Kamineni , Hyderabad",OBG,Tel Govt-NS LOC,SC-FEM
35881,28117,52615,52615,52615,52615,48950,48950,48950,48950,-,"CAIMS, Karimnagar",OBG,Tel Govt-NS LOC,SC-GEN
-,-,-,-,-,-,46349,46349,49043,49043,-,"RVM IMSRC, Siddipet",DERMATOLOGY,Tel Govt-NS LOC,SC-FEM
-,-,-,-,-,-,32907,32907,49778,49778,-,"MNR Med Coll, Sangareddy",GENERAL SURGERY,Tel Govt-NS LOC,BCA-GEN
-,-,-,-,-,-,36372,36372,49785,49785,-,"Gandhi Med Coll, Secunderabad",ENT,Tel Govt-NS LOC,SC-GEN
-,-,-,-,-,-,-,-,49928,49928,-,"SVS Med Coll, Mehboobnagar",PAEDIATRICS,Tel Govt-NS LOC,SC-FEM
-,-,-,-,-,-,37068,37068,50138,58454,-,"Osmania Med Coll, Hyderabad",DO,Tel Govt-NS LOC,BCD-GEN
-,27682,37621,37621,37621,37621,39874,39874,50185,51887,-,"Mamata Med Coll, Khammam",ANAESTHESIOLOGY,Tel Govt-NS LOC,BCA-GEN
46498,52360,56844,56844,56844,56844,50290,50290,50290,62722,-,"SVS Med Coll, Mehboobnagar",ANAESTHESIOLOGY,Tel Govt-NS LOC,SC-GEN
-,-,-,-,-,-,42105,45205,50633,50290,-,"Prathima IMS, Karimnagar",GENERAL SURGERY,Tel Govt-NS LOC,SC-GEN
-,-,-,-,-,-,49043,49043,51335,51335,-,"CAIMS, Karimnagar",PAEDIATRICS,Tel Govt-NS LOC,SC-FEM
-,-,-,-,-,-,57244,57244,51367,51367,-,"MNR Med Coll, Sangareddy",TBRD,Tel Govt-NS LOC,SC-GEN
-,-,-,-,-,-,51629,51629,51629,51629,-,"Prathima IMS, Karimnagar",TBRD,Tel Govt-NS LOC,SC-GEN
-,-,-,-,-,-,27147,40007,51633,51633,-,"Kakatiya Med Coll, Warangal",OBG,Tel Govt-NS LOC,ST-GEN
-,-,-,-,-,-,34520,34520,51883,51883,-,"Bhaskar Med Coll, Yenkapally",TBRD,Tel Govt-NS LOC,BCA-FEM
37621,37621,49557,63010,63010,63010,42954,42954,51887,68691,-,"Dr Patnam MRInstofMS,Chevella",ANAESTHESIOLOGY,Tel Govt-NS LOC,BCA-GEN
-,-,-,-,-,-,46106,46106,51896,51896,-,"Prathima IMS, Karimnagar",ORTHOPAEDICS,Tel Govt-NS LOC,BCE-FEM
-,-,-,-,-,-,52189,52189,52189,52189,-,"Mamata Med Coll, Khammam",RADIO DIAGNOSIS,Tel Govt-NS LOC,ST-GEN
-,-,-,-,-,-,42012,42012,52765,52765,-,"Rajiv Gandhi IMS, Adilabad",OBG,Tel Govt-NS LOC,ST-GEN
-,-,-,-,-,-,52768,52768,52768,52768,-,"CAIMS, Karimnagar",DERMATOLOGY,Tel Govt-NS LOC,ST-FEM
-,-,-,-,-,-,51367,53209,53209,53209,-,"Mamata AcadofMedSci,Bachupally",GENERAL SURGERY,Tel Govt-NS LOC,SC-GEN
-,-,-,-,-,-,50810,50810,53522,53522,-,"Mamata Med Coll, Khammam",OBG,Tel Govt-NS LOC,SC-GEN
-,-,-,-,-,-,53626,53626,53626,53626,-,"Mediciti IMS, Ghanpur",OBG,Tel Govt-NS LOC,SC-GEN
45123,48849,53348,53348,53348,53348,-,-,53837,53837,-,"Dr Patnam MRInstofMS,Chevella",GENERAL SURGERY,Tel Govt-NS LOC,SC-GEN
-,-,-,-,-,-,39907,39907,53863,53863,-,"Kamineni IMS, Narketpally",GENERAL MEDICINE,Tel Govt-NS LOC,SC-FEM
38301,45123,45123,45123,45123,45123,-,45038,53893,67795,-,"Kamineni IMS, Narketpally",GENERAL SURGERY,Tel Govt-NS LOC,SC-GEN
-,-,45515,44958,44958,44958,40078,40078,53974,53974,-,"Kakatiya Med Coll, Warangal",ENT,Tel Govt-NS LOC,SC-FEM
-,-,-,-,-,-,54172,54172,54172,54172,-,"Mediciti IMS, Ghanpur",RADIO DIAGNOSIS,Tel Govt-NS LOC,ST-GEN
-,-,-,-,-,-,-,-,54313,60666,-,"MNR Med Coll, Sangareddy",OBG,Tel Govt-NS LOC,SC-GEN
-,-,-,-,-,-,-,-,54411,54411,-,"SVS Med Coll, Mehboobnagar",ENT,Tel Govt-NS LOC,BCA-GEN
-,-,-,-,-,-,40029,40029,55768,55768,-,"Mamata Med Coll, Khammam",OPHTHALMOLOGY,Tel Govt-NS LOC,BCA-GEN
40144,52858,52858,52858,52858,52858,55797,55797,55797,61404,-,"Mamata Med Coll, Khammam",ANAESTHESIOLOGY,Tel Govt-NS LOC,SC-GEN
-,-,45292,45292,45292,45292,44228,41680,55959,55959,-,"Bhaskar Med Coll, Yenkapally",ANAESTHESIOLOGY,Tel Govt-NS LOC,BCA-FEM
-,-,-,-,-,-,53863,53863,57244,73695,-,"Mamata AcadofMedSci,Bachupally",ANAESTHESIOLOGY,Tel Govt-NS LOC,SC-GEN
74448,71818,80538,80538,80538,80538,57810,57810,57810,57810,-,"Osmania Med Coll, Hyderabad",OPHTHALMOLOGY,Tel Govt-NS LOC,ST-GEN
-,-,-,-,-,-,43481,43481,57895,69930,-,"Kamineni IMS, Narketpally",PSYCHIATRY,Tel Govt-NS LOC,BCD-FEM
-,-,-,-,-,-,56954,56954,57960,61863,53608,"MNR Med Coll, Sangareddy",PSYCHIATRY,Tel Govt-NS LOC,BCB-GEN
-,-,-,-,-,-,-,-,57963,57963,-,"SVS Med Coll, Mehboobnagar",ANAESTHESIOLOGY,Tel Govt-NS LOC,SC-FEM
-,-,-,-,-,-,54313,54313,58211,58211,-,"Mamata Med Coll, Khammam",GENERAL SURGERY,Tel Govt-NS LOC,SC-FEM
-,-,-,-,-,-,58390,58390,58390,46976,-,"Mamata Med Coll, Khammam",TBRD,Tel Govt-NS LOC,SC-FEM
-,-,-,-,-,-,45205,51367,58429,58429,-,"CAIMS, Karimnagar",GENERAL SURGERY,Tel Govt-NS LOC,SC-GEN
40463,40463,50514,50514,50514,50514,42655,42655,59066,59066,-,"DrVRK Womens MedColl,Aziznagar",ORTHOPAEDICS,Tel Govt-NS LOC,MIN-FEM-MSM
62459,62459,62459,62459,62459,62459,51130,59204,59204,59204,-,"Osmania Med Coll, Hyderabad",GENERAL SURGERY,Tel Govt-NS LOC,ST-FEM
-,-,-,-,-,-,59863,59863,59863,65709,-,"Mamata Med Coll, Khammam",OPHTHALMOLOGY,Tel Govt-NS LOC,SC-GEN
51709,51709,51709,51709,51709,51709,58933,60630,60630,60630,-,"CAIMS, Karimnagar",GENERAL MEDICINE,Tel Govt-NS LOC,ST-GEN
-,-,-,-,-,-,63182,63182,60666,126192,-,"Surabhi InstituteofMS,Siddipet",GENERAL SURGERY,Tel Govt-NS LOC,SC-FEM
40361,40361,40361,40361,40361,40361,38954,38954,62000,69306,-,"Osmania Med Coll, Hyderabad",PSYCHIATRY,Tel Govt-NS LOC,SC-GEN
-,-,-,-,-,-,60333,60333,62079,74742,-,"Prathima IMS, Karimnagar",ANAESTHESIOLOGY,Tel Govt-NS LOC,SC-FEM
-,-,-,-,-,-,54411,54411,62422,62422,-,"Mediciti IMS, Ghanpur",ENT,Tel Govt-NS LOC,BCA-GEN
-,-,-,-,-,-,-,62577,62577,62577,-,"Prathima IMS, Karimnagar",GENERAL MEDICINE,Tel Govt-NS LOC,ST-GEN
-,-,-,-,-,-,-,-,62722,63182,-,"Bhaskar Med Coll, Yenkapally",GENERAL SURGERY,Tel Govt-NS LOC,SC-FEM
-,-,-,-,-,-,63120,63120,63120,63120,-,"Mediciti IMS, Ghanpur",ANAESTHESIOLOGY,Tel Govt-NS LOC,SC-FEM
-,-,-,-,-,-,57963,57963,63182,81477,-,"MNR Med Coll, Sangareddy",GENERAL SURGERY,Tel Govt-NS LOC,SC-FEM
-,-,-,-,-,-,63448,63448,63448,63448,-,"Kamineni IMS, Narketpally",DERMATOLOGY,Tel Govt-NS LOC,ST-GEN
-,-,-,-,-,-,63792,63792,63792,63792,-,"Prathima IMS, Karimnagar",OBG,Tel Govt-NS LOC,ST-GEN
-,-,-,-,-,-,64003,64003,64003,64003,-,"CAIMS, Karimnagar",ANAESTHESIOLOGY,Tel Govt-NS LOC,SC-GEN
-,-,-,-,-,-,55983,55983,64076,64076,-,"CAIMS, Karimnagar",ENT,Tel Govt-NS LOC,SC-FEM
-,-,-,-,-,-,-,41756,64132,64132,-,"Kakatiya Med Coll, Warangal",ORTHOPAEDICS,Tel Govt-NS LOC,BCC-FEM
-,-,-,-,-,-,44770,44770,64547,64547,-,"Kakatiya Med Coll, Warangal",ORTHOPAEDICS,Tel Govt-NS LOC,SC-FEM
-,-,-,-,-,-,45909,45909,64590,64590,-,"MNR Med Coll, Sangareddy",ENT,Tel Govt-NS LOC,BCA-FEM
39763,39763,50140,50140,50140,50140,45345,45345,64616,64616,-,"NIMS, Hyderabad",ANAESTHESIOLOGY,Tel Govt-NS LOC,ST-GEN
-,-,-,-,-,-,-,-,64672,64672,-,"Mediciti IMS, Ghanpur",ANAESTHESIOLOGY,Tel Govt-NS LOC,SC-GEN
-,-,-,-,-,-,-,-,65086,65086,-,"Govt Med Coll, Siddipet",PSYCHIATRY,Tel Govt-NS LOC,SC-GEN
-,-,-,-,-,-,65709,65709,65709,87055,-,"Mediciti IMS, Ghanpur",ENT,Tel Govt-NS LOC,SC-GEN
